"Plot Title: MD_e1_7Jun2021"
"#","Date Time, GMT+00:00","Temp, °C (LGR S/N: 10349969, SEN S/N: 10349969)","Intensity, Lux (LGR S/N: 10349969, SEN S/N: 10349969)","Coupler Attached (LGR S/N: 10349969)","Host Connected (LGR S/N: 10349969)","Stopped (LGR S/N: 10349969)","End Of File (LGR S/N: 10349969)"
377,06/23/21 02:00:00,8.680,86.1,,,,
378,06/23/21 03:00:00,8.680,183.0,,,,
379,06/23/21 04:00:00,8.680,419.8,,,,
380,06/23/21 05:00:00,8.680,1151.7,,,,
381,06/23/21 06:00:00,8.680,1636.1,,,,
382,06/23/21 07:00:00,8.779,4133.4,,,,
383,06/23/21 08:00:00,8.779,4305.6,,,,
384,06/23/21 09:00:00,8.680,4994.5,,,,
385,06/23/21 10:00:00,8.779,8266.7,,,,
386,06/23/21 11:00:00,8.680,4477.8,,,,
387,06/23/21 12:00:00,8.779,9300.1,,,,
388,06/23/21 13:00:00,8.978,17911.2,,,,
389,06/23/21 14:00:00,9.275,17911.2,,,,
390,06/23/21 15:00:00,8.978,8611.2,,,,
391,06/23/21 16:00:00,8.879,5166.7,,,,
392,06/23/21 17:00:00,8.978,9300.1,,,,
393,06/23/21 18:00:00,9.077,7233.4,,,,
394,06/23/21 19:00:00,9.077,5166.7,,,,
395,06/23/21 20:00:00,8.978,2927.8,,,,
396,06/23/21 21:00:00,8.978,2066.7,,,,
397,06/23/21 22:00:00,8.978,2152.8,,,,
398,06/23/21 23:00:00,8.879,699.7,,,,
399,06/24/21 00:00:00,8.779,258.3,,,,
400,06/24/21 01:00:00,8.779,139.9,,,,
401,06/24/21 02:00:00,8.779,193.8,,,,
402,06/24/21 03:00:00,8.680,452.1,,,,
403,06/24/21 04:00:00,8.680,1108.7,,,,
404,06/24/21 05:00:00,8.680,2411.1,,,,
405,06/24/21 06:00:00,8.779,3272.2,,,,
406,06/24/21 07:00:00,8.779,7577.8,,,,
407,06/24/21 08:00:00,8.879,8266.7,,,,
408,06/24/21 09:00:00,9.176,16533.4,,,,
409,06/24/21 10:00:00,9.373,37200.2,,,,
410,06/24/21 11:00:00,9.571,85422.8,,,,
411,06/24/21 12:00:00,9.768,44089.2,,,,
412,06/24/21 13:00:00,10.063,37200.2,,,,
413,06/24/21 14:00:00,10.259,34444.7,,,,
414,06/24/21 15:00:00,10.259,27555.7,,,,
415,06/24/21 16:00:00,10.259,13089.0,,,,
416,06/24/21 17:00:00,10.259,18600.1,,,,
417,06/24/21 18:00:00,10.063,8266.7,,,,
418,06/24/21 19:00:00,10.063,6200.0,,,,
419,06/24/21 20:00:00,9.965,2325.0,,,,
420,06/24/21 21:00:00,9.965,1636.1,,,,
421,06/24/21 22:00:00,9.866,710.4,,,,
422,06/24/21 23:00:00,9.965,204.5,,,,
423,06/25/21 00:00:00,10.063,43.1,,,,
424,06/25/21 01:00:00,9.965,21.5,,,,
425,06/25/21 02:00:00,10.063,10.8,,,,
426,06/25/21 03:00:00,9.768,32.3,,,,
427,06/25/21 04:00:00,9.768,86.1,,,,
